"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"24.03.2022","128,000","123,000","130,000","121,000","0,80K","3,23%"
"23.03.2022","124,000","124,000","130,000","122,000","0,76K","-1,59%"
"22.03.2022","126,000","118,000","126,000","118,000","1,50K","5,00%"
"21.03.2022","120,000","123,000","123,000","116,000","0,90K","0,00%"
"18.03.2022","120,000","117,000","123,000","116,620","1,96K","3,45%"
"17.03.2022","116,000","111,000","116,000","110,730","1,25K","7,41%"
"16.03.2022","108,000","104,000","110,000","102,000","1,34K","4,85%"
"15.03.2022","103,000","100,000","104,000","100,000","1,52K","3,00%"
"14.03.2022","100,000","109,000","111,000","100,000","3,37K","-9,09%"
"11.03.2022","110,000","117,000","117,000","108,000","1,10K","-5,17%"
"10.03.2022","116,000","110,000","116,000","109,990","1,33K","5,45%"
"09.03.2022","110,000","114,000","114,000","109,000","1,26K","4,76%"
"08.03.2022","105,000","107,000","112,000","103,000","1,82K","0,00%"
"07.03.2022","105,000","110,000","110,000","103,000","1,61K","-1,87%"
"04.03.2022","107,000","114,000","114,000","105,000","2,79K","-1,83%"
"03.03.2022","109,000","134,000","134,000","109,000","6,36K","-19,85%"
"02.03.2022","136,000","127,000","137,000","124,000","2,76K","7,09%"
"01.03.2022","127,000","124,000","129,000","122,000","2,00K","3,25%"
"28.02.2022","123,000","119,000","126,000","119,000","2,14K","3,36%"
"25.02.2022","119,000","113,000","122,000","111,000","3,22K","6,25%"
"24.02.2022","112,000","110,000","114,000","104,020","3,16K","0,90%"
"23.02.2022","111,000","112,000","115,000","109,000","2,10K","0,00%"
"22.02.2022","111,000","115,000","115,000","108,000","1,40K","0,00%"
"18.02.2022","111,000","112,000","112,000","105,500","2,96K","-0,89%"
"17.02.2022","112,000","105,000","113,000","103,000","4,20K","4,67%"
"16.02.2022","107,000","105,180","109,000","103,000","1,79K","0,94%"
"15.02.2022","106,000","106,000","107,000","104,000","0,63K","1,92%"
"14.02.2022","104,000","107,000","107,740","104,000","1,70K","-4,59%"
"11.02.2022","109,000","106,000","115,000","106,000","3,51K","1,87%"
"10.02.2022","107,000","110,000","115,000","106,000","4,60K","-2,73%"
"09.02.2022","110,000","106,000","114,000","105,500","3,06K","4,76%"
"08.02.2022","105,000","105,000","107,500","104,500","1,12K","-1,87%"
"07.02.2022","107,000","110,000","115,000","105,000","1,69K","-0,93%"
"04.02.2022","108,000","105,000","108,000","104,000","1,30K","1,89%"
"03.02.2022","106,000","110,000","110,000","104,000","2,19K","-2,75%"
"02.02.2022","109,000","118,000","118,500","107,000","1,59K","-8,40%"
"01.02.2022","119,000","119,000","120,500","114,000","2,05K","0,00%"
"31.01.2022","119,000","113,000","122,990","111,000","2,33K","3,93%"
"28.01.2022","114,500","107,000","114,500","103,000","3,48K","7,01%"
"27.01.2022","107,000","119,000","119,000","104,000","3,60K","-5,31%"
"26.01.2022","113,000","113,000","121,000","110,000","2,60K","0,00%"
"25.01.2022","113,000","105,000","115,000","105,000","1,66K","4,63%"
"24.01.2022","108,000","110,000","111,000","101,500","3,79K","-2,70%"
"21.01.2022","111,000","118,000","118,000","107,500","3,69K","-5,93%"
"20.01.2022","118,000","120,000","125,000","117,000","1,12K","-1,67%"
"19.01.2022","120,000","122,000","125,000","118,000","1,94K","-3,23%"
"18.01.2022","124,000","125,000","129,000","120,000","1,29K","0,00%"
"14.01.2022","124,000","123,000","126,000","120,000","4,15K","-0,80%"
"13.01.2022","125,000","130,000","130,000","124,000","1,90K","-2,34%"
"12.01.2022","128,000","135,000","136,500","127,000","3,49K","-5,88%"
"11.01.2022","136,000","133,000","142,000","131,000","2,13K","2,26%"
"10.01.2022","133,000","138,000","139,000","130,000","3,52K","-4,32%"
"07.01.2022","139,000","142,000","144,900","137,000","1,05K","-2,11%"
"06.01.2022","142,000","141,000","144,000","137,000","2,71K","0,71%"
"05.01.2022","141,000","149,000","150,000","140,000","2,99K","-6,00%"
"04.01.2022","150,000","160,000","160,930","147,000","2,11K","-5,06%"
"03.01.2022","158,000","143,000","160,000","143,000","4,14K","9,72%"
"31.12.2021","144,000","146,000","151,000","141,000","7,14K","-1,37%"
"30.12.2021","146,000","144,000","148,000","144,000","2,69K","0,69%"
"29.12.2021","145,000","147,000","148,000","143,000","2,52K","-0,68%"
"28.12.2021","146,000","149,000","153,000","146,000","2,36K","-3,31%"
"27.12.2021","151,000","159,000","160,500","149,500","2,51K","-5,63%"
"23.12.2021","160,000","155,000","162,000","153,500","1,96K","3,23%"
"22.12.2021","155,000","158,000","162,000","155,000","1,95K","-1,27%"
"21.12.2021","157,000","158,000","160,000","156,000","1,56K","-1,26%"
"20.12.2021","159,000","157,000","159,000","154,000","1,55K","-1,24%"
"17.12.2021","161,000","153,000","162,000","151,500","3,92K","3,21%"
"16.12.2021","156,000","153,000","164,000","150,000","3,49K","2,63%"
"15.12.2021","152,000","151,000","154,000","145,080","2,37K","0,66%"
"14.12.2021","151,000","155,000","158,500","150,000","2,79K","-5,03%"
"13.12.2021","159,000","160,000","163,000","156,000","2,58K","-1,24%"
"10.12.2021","161,000","164,000","165,500","156,000","3,81K","-1,83%"
"09.12.2021","164,000","164,000","171,000","164,000","1,95K","-1,20%"
"08.12.2021","166,000","168,000","169,000","162,700","2,56K","0,00%"
"07.12.2021","166,000","159,000","169,000","159,000","2,97K","7,10%"
"06.12.2021","155,000","153,000","159,000","145,000","5,85K","1,31%"
"03.12.2021","153,000","163,000","165,000","151,000","3,93K","-6,13%"
"02.12.2021","163,000","165,000","165,000","152,000","4,38K","0,00%"
"01.12.2021","163,000","170,000","172,000","163,000","3,14K","-3,55%"
"30.11.2021","169,000","173,000","173,810","165,000","6,18K","-1,74%"
"29.11.2021","172,000","179,000","179,000","171,000","2,97K","-3,91%"
"26.11.2021","179,000","180,000","180,000","173,000","2,33K","-1,10%"
"24.11.2021","181,000","178,000","184,000","174,000","2,13K","0,56%"
"23.11.2021","180,000","185,000","188,000","172,000","3,51K","-2,17%"
"22.11.2021","184,000","192,000","192,000","183,000","2,32K","-2,13%"
"19.11.2021","188,000","193,000","196,000","185,000","5,16K","2,17%"
"18.11.2021","184,000","188,000","192,000","183,000","4,19K","-5,15%"
"17.11.2021","194,000","201,000","201,000","193,000","2,25K","-3,00%"
"16.11.2021","200,000","211,000","211,000","200,000","4,64K","-6,54%"
"15.11.2021","214,000","214,000","220,000","210,000","3,16K","0,47%"
"12.11.2021","213,000","214,000","226,000","205,000","18,39K","4,93%"
"11.11.2021","203,000","205,000","205,010","202,000","0,60K","0,50%"
"10.11.2021","202,000","208,000","214,000","201,000","3,03K","-4,27%"
"09.11.2021","211,000","202,000","213,000","198,010","3,15K","4,98%"
"08.11.2021","201,000","196,000","205,810","193,300","2,92K","1,52%"
"05.11.2021","198,000","197,000","198,000","189,000","4,61K","0,51%"
"04.11.2021","197,000","205,000","207,000","194,000","2,81K","-3,43%"
"03.11.2021","204,000","202,000","209,850","200,000","3,49K","-0,49%"
"02.11.2021","205,000","192,000","206,000","192,000","2,43K","2,50%"
"01.11.2021","200,000","191,000","201,000","191,000","1,67K","4,71%"
"29.10.2021","191,000","188,000","191,000","187,000","2,13K","1,06%"
"28.10.2021","189,000","190,000","191,000","185,000","2,03K","1,07%"
"27.10.2021","187,000","193,000","195,000","186,500","3,10K","-2,60%"
"26.10.2021","192,000","192,000","193,000","187,000","1,55K","0,52%"
"25.10.2021","191,000","196,000","196,000","187,000","8,42K","-2,55%"
"22.10.2021","196,000","191,000","199,000","188,000","2,56K","2,08%"
"21.10.2021","192,000","193,000","195,040","192,000","0,87K","-0,52%"
"20.10.2021","193,000","194,000","195,000","191,000","1,55K","0,00%"
"19.10.2021","193,000","194,000","196,000","189,000","2,47K","0,00%"
"18.10.2021","193,000","196,000","198,000","192,000","2,25K","-2,53%"
"15.10.2021","198,000","204,000","204,000","197,000","2,59K","-2,46%"
"14.10.2021","203,000","198,000","204,000","198,000","1,30K","2,53%"
"13.10.2021","198,000","200,000","205,000","197,500","1,96K","-0,50%"
"12.10.2021","199,000","192,000","202,000","192,000","2,21K","3,11%"
"11.10.2021","193,000","193,000","199,000","190,500","18,03K","1,05%"
"08.10.2021","191,000","199,000","199,000","190,000","12,24K","-4,50%"
"07.10.2021","200,000","205,000","206,000","199,980","3,91K","-0,99%"
"06.10.2021","202,000","194,000","203,000","191,000","5,07K","2,54%"
"05.10.2021","197,000","196,000","198,000","191,000","3,15K","1,03%"
"04.10.2021","195,000","211,000","218,500","195,000","6,46K","-6,70%"
"01.10.2021","209,000","219,000","223,000","208,000","10,01K","-4,57%"
"30.09.2021","219,000","226,000","231,000","219,000","65,62K","-3,52%"
"29.09.2021","227,000","233,000","234,000","223,000","36,97K","-2,58%"
"28.09.2021","233,000","236,000","238,000","228,000","7,48K","-2,51%"
"27.09.2021","239,000","225,000","250,000","224,460","28,44K","4,37%"
"24.09.2021","229,000","222,000","238,990","222,000","31,83K","0,00%"
"23.09.2021","229,000","229,000","230,000","218,000","25,68K","3,15%"
"22.09.2021","222,000","221,000","225,990","218,010","7,17K","0,00%"
"21.09.2021","222,000","211,000","224,000","211,000","4,30K","5,21%"
"20.09.2021","211,000","219,000","222,000","210,000","2,72K","-6,64%"
"17.09.2021","226,000","211,000","226,000","210,010","3,36K","8,13%"
"16.09.2021","209,000","212,000","214,500","209,000","1,17K","-2,34%"
"15.09.2021","214,000","217,000","220,000","210,000","2,11K","-0,93%"
"14.09.2021","216,000","229,000","231,000","213,000","3,60K","-5,68%"
"13.09.2021","229,000","225,000","232,000","220,500","2,60K","1,78%"
"10.09.2021","225,000","235,000","236,200","223,000","3,15K","-1,32%"
"09.09.2021","228,000","235,000","235,000","226,000","2,21K","-1,30%"
"08.09.2021","231,000","229,000","244,000","226,000","4,23K","2,67%"
"07.09.2021","225,000","243,000","250,000","222,000","7,52K","-3,85%"
"03.09.2021","234,000","233,000","238,000","230,000","3,97K","3,08%"
"02.09.2021","227,000","235,000","236,000","224,000","3,49K","2,25%"
"01.09.2021","222,000","226,000","236,000","220,000","7,97K","0,00%"
"31.08.2021","222,000","209,000","225,990","208,800","5,21K","7,25%"
"30.08.2021","207,000","200,000","208,000","200,000","5,10K","2,99%"
"27.08.2021","201,000","200,000","202,820","199,000","2,76K","0,00%"
"26.08.2021","201,000","202,000","204,000","198,100","2,17K","1,01%"
"25.08.2021","199,000","192,000","205,500","190,000","4,02K","3,65%"
"24.08.2021","192,000","195,000","195,000","192,000","1,65K","-1,54%"
"23.08.2021","195,000","196,000","197,000","187,880","2,25K","5,41%"
"20.08.2021","185,000","179,000","187,000","178,000","1,70K","2,78%"
"19.08.2021","180,000","187,000","187,000","180,000","2,15K","-4,26%"
"18.08.2021","188,000","185,000","194,000","185,000","1,65K","0,53%"
"17.08.2021","187,000","190,000","191,000","183,000","2,55K","-1,06%"
"16.08.2021","189,000","195,000","197,000","185,000","7,27K","-4,55%"
"13.08.2021","198,000","205,000","205,000","197,000","1,97K","-2,46%"
"12.08.2021","203,000","200,000","206,000","198,000","1,90K","0,50%"
"11.08.2021","202,000","205,000","205,550","200,000","1,39K","0,00%"
"10.08.2021","202,000","206,000","207,000","201,000","1,85K","-1,94%"
"09.08.2021","206,000","208,000","211,000","205,000","1,74K","0,00%"
"06.08.2021","206,000","213,000","215,000","205,000","3,10K","-4,19%"
"05.08.2021","215,000","198,000","216,000","192,000","6,24K","9,14%"
"04.08.2021","197,000","200,000","206,500","197,000","2,74K","-2,96%"
"03.08.2021","203,000","201,000","204,000","199,990","1,65K","1,00%"
"02.08.2021","201,000","201,000","208,000","200,000","1,40K","-0,50%"
"30.07.2021","202,000","205,000","212,000","201,000","1,35K","-1,94%"
"29.07.2021","206,000","204,000","209,000","203,000","1,75K","0,49%"
"28.07.2021","205,000","204,000","206,500","202,500","1,39K","1,49%"
"27.07.2021","202,000","204,000","204,780","199,000","3,34K","-0,98%"
"26.07.2021","204,000","210,000","216,000","203,000","3,79K","-3,32%"
"23.07.2021","211,000","212,000","212,000","206,000","1,42K","-0,47%"
"22.07.2021","212,000","217,000","217,000","209,000","2,12K","-2,30%"
"21.07.2021","217,000","209,000","220,000","209,000","2,46K","4,33%"
"20.07.2021","208,000","209,000","210,000","201,500","2,62K","0,00%"
"19.07.2021","208,000","200,000","209,000","196,000","4,37K","2,46%"
"16.07.2021","203,000","205,400","214,000","202,000","3,84K","0,00%"
"15.07.2021","203,000","208,000","210,000","200,000","6,50K","-3,33%"
"14.07.2021","210,000","218,000","218,000","210,000","2,89K","-2,78%"
"13.07.2021","216,000","215,000","219,000","211,500","1,87K","0,00%"
"12.07.2021","216,000","227,000","229,600","215,000","3,39K","-3,57%"
"09.07.2021","224,000","214,000","225,000","214,000","3,92K","3,70%"
"08.07.2021","216,000","205,000","217,000","203,000","5,09K","1,89%"
"07.07.2021","212,000","222,000","224,600","208,000","8,33K","-4,93%"
"06.07.2021","223,000","228,000","229,000","220,500","7,00K","-2,19%"
"02.07.2021","228,000","233,000","233,000","225,000","3,70K","-1,30%"
"01.07.2021","231,000","235,000","235,010","226,500","3,90K","-0,43%"
"30.06.2021","232,000","234,000","236,000","225,000","5,12K","-1,69%"
"29.06.2021","236,000","240,000","241,010","233,000","4,18K","-1,26%"
"28.06.2021","239,000","254,000","257,000","237,000","5,35K","-4,78%"
"25.06.2021","251,000","249,000","261,000","245,000","56,56K","1,21%"
"24.06.2021","248,000","237,000","248,000","234,500","5,61K","5,53%"
"23.06.2021","235,000","233,000","237,500","230,000","4,15K","0,43%"
"22.06.2021","234,000","236,000","237,000","229,000","5,51K","-1,68%"
"21.06.2021","238,000","234,000","245,000","233,000","5,94K","2,15%"
"18.06.2021","233,000","244,000","247,000","233,000","8,95K","-4,51%"
"17.06.2021","244,000","253,000","257,000","243,000","4,01K","-3,94%"
"16.06.2021","254,000","255,000","262,000","251,000","4,80K","-1,55%"
"15.06.2021","258,000","276,000","276,000","255,000","5,26K","-5,49%"
"14.06.2021","273,000","278,000","280,000","265,000","6,44K","-0,73%"
"11.06.2021","275,000","277,000","283,000","273,330","3,31K","-1,43%"
"10.06.2021","279,000","272,000","282,000","270,000","4,19K","2,95%"
"09.06.2021","271,000","270,000","279,000","268,010","3,50K","1,12%"
"08.06.2021","268,000","261,000","271,000","261,000","5,67K","2,68%"
"07.06.2021","261,000","262,000","268,000","253,000","5,58K","0,38%"
"04.06.2021","260,000","267,000","268,000","257,500","4,23K","-3,35%"
"03.06.2021","269,000","250,000","271,500","245,000","5,87K","5,91%"
"02.06.2021","254,000","255,000","261,000","250,330","2,95K","-0,78%"
"01.06.2021","256,000","255,000","262,000","251,000","5,49K","0,39%"
"28.05.2021","255,000","247,000","260,000","247,000","3,97K","3,66%"
"27.05.2021","246,000","240,000","250,980","236,000","6,54K","3,36%"
"26.05.2021","238,000","237,000","241,500","226,500","9,20K","4,85%"
"25.05.2021","227,000","238,000","244,000","225,890","9,35K","-5,81%"
"24.05.2021","241,000","250,040","254,000","239,000","5,05K","-4,37%"
"21.05.2021","252,000","248,000","254,000","241,970","4,71K","2,86%"
"20.05.2021","245,000","255,000","255,000","238,500","8,44K","-3,16%"
"19.05.2021","253,000","255,000","277,000","247,000","28,77K","-0,78%"
"18.05.2021","255,000","246,000","266,000","243,000","6,67K","4,94%"
"17.05.2021","243,000","244,060","246,000","236,000","7,89K","0,83%"
"14.05.2021","241,000","251,000","255,000","234,000","17,66K","-4,37%"
"13.05.2021","252,000","229,000","279,000","218,500","66,22K","12,00%"
"12.05.2021","225,000","222,000","234,990","220,000","3,82K","0,90%"
"11.05.2021","223,000","213,000","228,000","211,000","5,76K","3,24%"
"10.05.2021","216,000","229,000","229,000","215,000","4,50K","-5,26%"
"07.05.2021","228,000","233,000","241,000","225,000","8,36K","-0,87%"
"06.05.2021","230,000","237,000","237,000","222,000","6,61K","-2,95%"
"05.05.2021","237,000","233,000","245,500","230,500","5,42K","2,16%"
"04.05.2021","232,000","240,000","240,000","230,000","4,14K","-3,33%"
"03.05.2021","240,000","245,000","254,000","231,000","6,45K","0,00%"
"30.04.2021","240,000","249,000","254,000","239,000","5,54K","-4,00%"
"29.04.2021","250,000","257,000","262,000","248,000","2,82K","-3,10%"
"28.04.2021","258,000","259,000","259,990","252,000","3,33K","-0,39%"
"27.04.2021","259,000","264,000","266,000","257,000","3,04K","-1,52%"
"26.04.2021","263,000","254,000","265,000","254,000","5,01K","4,37%"
"23.04.2021","252,000","255,000","257,090","247,000","5,32K","-0,40%"
"22.04.2021","253,000","261,000","263,500","247,000","3,67K","-3,07%"
"21.04.2021","261,000","250,000","264,500","246,000","4,19K","4,40%"
"20.04.2021","250,000","244,000","258,430","243,000","4,60K","1,21%"
"19.04.2021","247,000","259,000","264,000","238,500","7,89K","-5,36%"
"16.04.2021","261,000","253,000","264,000","247,000","5,46K","2,35%"
"15.04.2021","255,000","267,000","267,000","245,000","6,10K","-3,04%"
"14.04.2021","263,000","252,000","271,000","252,000","7,01K","3,95%"
"13.04.2021","253,000","258,000","261,050","243,000","10,46K","-2,32%"
"12.04.2021","259,000","284,000","285,000","249,000","22,89K","-10,38%"
"09.04.2021","289,000","308,000","311,000","286,000","13,20K","-6,77%"
"08.04.2021","310,000","325,000","326,000","304,000","7,79K","-2,52%"
"07.04.2021","318,000","315,060","328,000","311,000","9,38K","2,25%"
"06.04.2021","311,000","330,000","339,000","309,500","7,97K","-1,89%"
"05.04.2021","317,000","327,000","327,000","314,000","5,65K","0,00%"
"01.04.2021","317,000","305,000","317,000","302,000","3,90K","5,32%"
"31.03.2021","301,000","295,000","305,000","292,000","7,26K","3,79%"
"30.03.2021","290,000","290,000","296,000","283,000","5,55K","0,35%"
"29.03.2021","289,000","303,000","304,000","289,000","6,75K","-4,93%"
"26.03.2021","304,000","313,000","315,000","294,000","4,99K","-2,25%"
"25.03.2021","311,000","290,000","312,000","285,000","8,49K","6,87%"
"24.03.2021","291,000","316,000","321,000","291,000","6,48K","-7,03%"
"23.03.2021","313,000","350,000","350,000","309,000","11,43K","-9,54%"
"22.03.2021","346,000","350,000","360,000","343,000","4,73K","0,29%"
"19.03.2021","345,000","337,000","355,000","336,000","11,90K","3,60%"
"18.03.2021","333,000","342,000","362,000","331,000","16,93K","-3,76%"
"17.03.2021","346,000","338,000","353,500","329,500","9,74K","1,47%"
"16.03.2021","341,000","342,000","343,500","326,970","4,83K","0,29%"
"15.03.2021","340,000","335,000","341,270","325,000","6,77K","2,72%"
"12.03.2021","331,000","329,000","331,000","317,000","5,46K","-0,90%"
"11.03.2021","334,000","322,000","334,000","320,500","7,00K","6,03%"
"10.03.2021","315,000","315,000","322,000","304,000","6,16K","2,61%"
"09.03.2021","307,000","305,000","314,000","301,000","5,68K","4,07%"
"08.03.2021","295,000","305,000","313,000","291,990","6,92K","-4,22%"
"05.03.2021","308,000","296,000","308,000","274,000","11,93K","3,70%"
"04.03.2021","297,000","305,000","311,000","283,000","14,67K","-2,94%"
"03.03.2021","306,000","315,000","335,010","305,000","14,89K","-5,56%"
"02.03.2021","324,000","349,000","355,000","310,000","19,95K","-9,75%"
"01.03.2021","359,000","344,000","362,000","340,000","6,53K","8,13%"
"26.02.2021","332,000","341,000","347,000","327,000","7,31K","-2,92%"
"25.02.2021","342,000","345,000","352,000","332,010","10,47K","-1,72%"
"24.02.2021","348,000","356,000","357,000","342,000","9,91K","-0,57%"
"23.02.2021","350,000","365,000","370,000","336,000","13,49K","-7,65%"
"22.02.2021","379,000","385,000","389,000","376,000","8,25K","-1,43%"
"19.02.2021","384,500","391,000","405,000","380,000","12,10K","-1,41%"
"18.02.2021","390,000","382,000","401,000","362,190","15,44K","1,83%"
"17.02.2021","383,000","396,000","401,500","381,000","8,83K","-4,96%"
"16.02.2021","403,000","407,000","410,000","394,500","7,82K","0,00%"
"12.02.2021","403,000","405,000","410,000","392,100","7,18K","-0,98%"
"11.02.2021","407,000","407,000","416,000","399,000","7,75K","0,25%"
"10.02.2021","406,000","428,470","439,990","396,010","12,15K","-3,79%"
"09.02.2021","422,000","422,000","436,500","413,000","11,52K","0,48%"
"08.02.2021","420,000","409,000","440,000","402,000","14,24K","2,94%"
"05.02.2021","408,000","400,000","408,000","391,000","5,38K","1,49%"
"04.02.2021","402,000","397,000","404,000","384,500","6,26K","1,77%"
"03.02.2021","395,000","375,000","397,700","375,000","9,44K","5,33%"
"02.02.2021","375,000","369,000","377,000","360,000","5,03K","3,02%"
"01.02.2021","364,000","367,000","369,000","355,000","4,35K","0,28%"
"29.01.2021","363,000","370,000","380,000","353,000","7,71K","-0,82%"
"28.01.2021","366,000","379,000","385,000","366,000","9,33K","-3,43%"
"27.01.2021","379,000","390,000","400,000","375,000","8,75K","-5,96%"
"26.01.2021","403,000","410,000","425,000","398,000","11,02K","-1,71%"
"25.01.2021","410,000","390,000","412,000","381,000","10,68K","5,40%"
"22.01.2021","389,000","381,000","390,000","376,000","4,95K","1,30%"
"21.01.2021","384,000","388,000","388,000","374,500","5,47K","0,79%"
"20.01.2021","381,000","386,000","390,000","374,000","5,10K","0,53%"
"19.01.2021","379,000","393,000","395,000","375,000","8,51K","-1,56%"
"15.01.2021","385,000","377,000","393,500","377,000","8,10K","2,39%"
"14.01.2021","376,000","374,000","384,000","366,000","6,37K","1,08%"
"13.01.2021","372,000","375,000","376,000","367,000","4,06K","-0,80%"
"12.01.2021","375,000","374,000","378,000","362,000","7,35K","0,00%"
"11.01.2021","375,000","377,000","384,000","372,000","3,75K","-0,79%"
"08.01.2021","378,000","387,000","393,000","370,000","4,13K","-2,07%"
"07.01.2021","386,000","388,000","392,000","375,000","6,49K","4,32%"
"06.01.2021","370,000","370,000","381,000","363,000","10,33K","1,65%"
"05.01.2021","364,000","371,000","381,000","363,000","8,50K","-2,41%"
"04.01.2021","373,000","382,000","382,000","361,000","4,88K","-0,80%"
"31.12.2020","376,000","383,000","383,000","371,000","3,05K","-0,79%"
"30.12.2020","379,000","376,000","390,000","368,000","3,33K","0,80%"
"29.12.2020","376,000","379,000","381,000","365,000","5,74K","-2,34%"
"28.12.2020","385,000","414,000","428,000","381,000","7,78K","-6,55%"
"24.12.2020","412,000","430,000","434,450","408,000","2,21K","-2,83%"
"23.12.2020","424,000","417,000","430,000","412,000","6,52K","3,41%"
"22.12.2020","410,000","400,000","418,000","391,890","7,34K","3,27%"
"21.12.2020","397,000","362,000","399,000","358,500","12,34K","9,07%"
"18.12.2020","364,000","359,000","378,000","354,000","17,09K","1,39%"
"17.12.2020","359,000","356,000","359,000","343,920","7,48K","1,41%"
"16.12.2020","354,000","357,000","360,000","346,000","6,28K","-0,56%"
"15.12.2020","356,000","371,000","373,000","352,010","4,04K","-2,20%"
"14.12.2020","364,000","380,000","388,000","363,000","8,05K","-1,62%"
"11.12.2020","370,000","356,000","382,000","350,000","7,59K","3,93%"
"10.12.2020","356,000","351,000","360,200","348,000","5,26K","1,71%"
"09.12.2020","350,000","374,000","376,000","343,000","11,95K","-5,15%"
"08.12.2020","369,000","373,000","378,000","362,000","10,87K","-2,89%"
"07.12.2020","380,000","380,000","392,990","372,010","10,74K","1,88%"
"04.12.2020","373,000","367,000","376,000","365,000","5,20K","2,47%"
"03.12.2020","364,000","385,000","392,150","362,000","7,05K","-6,19%"
"02.12.2020","388,000","375,000","390,000","367,000","9,60K","3,47%"
"01.12.2020","375,000","385,000","390,000","373,000","9,37K","-0,27%"
"30.11.2020","376,000","365,000","378,000","362,000","3,99K","2,73%"
"27.11.2020","366,000","359,000","368,000","350,580","4,00K","1,39%"
"25.11.2020","361,000","363,000","366,000","352,000","3,78K","0,28%"
"24.11.2020","360,000","385,000","385,900","354,000","11,68K","-1,37%"
"23.11.2020","365,000","373,000","378,000","362,330","4,50K","-0,27%"
"20.11.2020","366,000","379,000","380,000","361,000","5,68K","-4,19%"
"19.11.2020","382,000","407,000","419,000","375,000","4,71K","-5,21%"
"18.11.2020","403,000","405,000","425,000","402,500","4,82K","0,25%"
"17.11.2020","402,000","376,000","420,000","371,000","12,24K","6,63%"
"16.11.2020","377,000","351,000","379,000","351,000","5,56K","8,02%"
"13.11.2020","349,000","365,000","365,000","344,000","4,26K","-3,06%"
"12.11.2020","360,000","359,000","369,000","348,000","5,68K","-1,37%"
"11.11.2020","365,000","344,000","378,000","326,000","8,95K","8,96%"
"10.11.2020","335,000","326,000","340,000","313,000","6,07K","7,37%"
"09.11.2020","312,000","310,000","328,000","306,000","6,08K","4,70%"
"06.11.2020","298,000","308,000","308,000","285,000","4,78K","-2,30%"
"05.11.2020","305,000","300,000","310,000","287,000","6,78K","3,04%"
"04.11.2020","296,000","277,000","308,000","260,000","46,07K","10,04%"
"03.11.2020","269,000","270,000","280,500","267,000","6,00K","-0,74%"
"02.11.2020","271,000","282,000","285,000","267,460","2,51K","-3,21%"
"30.10.2020","280,000","286,000","287,000","275,000","1,36K","-2,78%"
"29.10.2020","288,000","300,000","301,000","287,000","2,74K","-3,36%"
"28.10.2020","298,000","318,000","324,000","297,000","6,00K","-8,59%"
"27.10.2020","326,000","335,000","339,000","323,000","2,84K","-1,81%"
"26.10.2020","332,000","322,000","339,000","320,000","1,88K","2,79%"
"23.10.2020","323,000","322,000","333,000","316,000","4,39K","0,31%"
"22.10.2020","322,000","322,000","332,000","310,000","1,10K","0,94%"
"21.10.2020","319,000","333,000","333,000","315,000","1,60K","-4,49%"
"20.10.2020","334,000","332,000","338,000","321,500","1,54K","1,83%"
"19.10.2020","328,000","340,000","348,000","328,000","1,28K","-2,09%"
"16.10.2020","335,000","326,000","345,000","323,000","1,31K","2,13%"
"15.10.2020","328,000","340,000","341,000","321,000","2,53K","-4,37%"
"14.10.2020","343,000","356,000","360,000","343,000","1,07K","-3,65%"
"13.10.2020","356,000","352,000","360,000","342,000","1,33K","-0,56%"
"12.10.2020","358,000","354,000","360,000","346,000","1,19K","0,85%"
"09.10.2020","355,000","352,000","360,000","348,000","1,26K","0,57%"
"08.10.2020","353,000","351,000","362,000","345,000","2,16K","0,86%"
"07.10.2020","350,000","341,000","353,000","340,000","2,55K","2,64%"
"06.10.2020","341,000","358,000","358,000","332,000","7,40K","4,28%"
"05.10.2020","327,000","317,000","330,000","317,000","13,02K","4,47%"
"02.10.2020","313,000","307,000","322,000","306,000","1,16K","-1,57%"
"01.10.2020","318,000","309,000","322,000","306,000","2,20K","3,58%"
"30.09.2020","307,000","317,000","319,000","306,000","2,68K","-1,60%"
"29.09.2020","312,000","317,000","327,000","311,000","1,92K","-4,29%"
"28.09.2020","326,000","326,000","331,000","318,000","2,01K","0,93%"
"25.09.2020","323,000","322,000","329,000","315,000","1,76K","0,00%"
"24.09.2020","323,000","330,000","330,220","315,000","2,85K","-2,56%"
"23.09.2020","331,500","341,000","352,000","331,000","3,67K","-2,79%"
"22.09.2020","341,000","347,000","356,000","330,000","3,16K","-3,13%"
"21.09.2020","352,000","358,000","361,500","344,280","3,01K","-2,49%"
"18.09.2020","361,000","376,000","384,000","349,000","5,88K","-2,56%"
"17.09.2020","370,500","363,000","380,500","363,000","1,69K","-0,40%"
"16.09.2020","372,000","359,000","390,000","359,000","3,07K","4,49%"
"15.09.2020","356,000","360,000","377,000","355,000","2,53K","0,00%"
"14.09.2020","356,000","343,000","364,000","333,000","2,91K","5,64%"
"11.09.2020","337,000","342,000","351,000","332,010","1,17K","-0,88%"
"10.09.2020","340,000","347,000","354,500","339,000","0,96K","-1,16%"
"09.09.2020","344,000","345,000","358,000","335,000","1,66K","0,58%"
"08.09.2020","342,000","324,000","351,000","317,000","2,43K","3,01%"
"04.09.2020","332,000","342,000","342,000","315,400","2,80K","-2,06%"
"03.09.2020","339,000","373,000","373,000","336,380","3,30K","-8,87%"
"02.09.2020","372,000","377,000","377,000","359,000","3,05K","-1,59%"
